baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003	816.976701005673	0.438380224396378	0.10569303018697	17.1702551860031	3.41745765399059e-05	0.000240666814624931
ENSG00000000419	2128.72887309714	0.362735464488655	0.0937976172030544	14.9248817360046	0.00011187765108367	0.000696236002681148
ENSG00000000457	273.570753924867	0.646495181464026	0.176131490758049	13.421636724296	0.000248738578131573	0.00139907374271148
ENSG00000000460	268.27042933329	-0.326885109544279	0.175018662928804	3.48274396459107	0.0620118331548771	0.143181793625895
ENSG00000000971	329.08802016498	0.893443250778459	0.174271434592543	26.095740332472	3.24899999725006e-07	3.58279286775048e-06
ENSG00000001036	1240.40704352377	-0.0658667690213955	0.092490721373833	0.507110261371579	0.476392484679482	0.628083972951853
ENSG00000001084	1795.55360395899	-0.458468494045077	0.129040532300082	12.5728921149751	0.00039138243174578	0.0020939806200012
ENSG00000001167	398.932413057034	-0.125046106858349	0.158730561850099	0.620542923532739	0.430845603741335	0.586421216154533
ENSG00000001460	231.169309668729	-0.137084618150535	0.194941450609398	0.494412214527301	0.481965690568465	0.632783146904743
ENSG00000001461	863.493774035222	0.067046109147273	0.123716293363895	0.293677665428419	0.587873377374286	0.721166859483935
ENSG00000001497	657.685321373207	-0.527838788781445	0.120059458037678	19.2696215094626	1.13497903125966e-05	8.94557631371357e-05
ENSG00000001561	661.279283658043	0.567051906259103	0.16066864627836	12.4002231802406	0.00042928253878295	0.0022666536732325
ENSG00000001629	3170.21774600355	-0.157184317982729	0.123946716906775	1.60745537845868	0.204849866644457	0.351472624517042
ENSG00000001630	6564.73924103437	-0.483612980000787	0.0866026391788215	31.0540208486185	2.50945941759669e-08	3.44483953648534e-07
ENSG00000001631	1299.82686104995	0.585374861370576	0.132641931464619	19.3646111538874	1.07989800309006e-05	8.56208375539234e-05
ENSG00000002016	140.652198965528	0.612373239078942	0.267760105575418	5.18566904420414	0.0227739024063314	0.0650189659339626
ENSG00000002330	510.132465425187	0.124530192229201	0.139752564944092	0.793968320299143	0.372902883472653	0.533369348850747
