baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000000003	1121.65832211017	0.419766120595907	0.106304890727709	15.554781478483	8.0148685710886e-05	0.000516434239774012
ENSG00000000419	2641.92914584282	0.244609948016899	0.107030842700935	5.21714930400705	0.0223651852039405	0.0667870702986637
ENSG00000000457	454.200705534573	0.820287977758755	0.134132175308461	37.1552695666563	1.09087559201894e-09	1.67055395700868e-08
ENSG00000000460	302.688640897777	0.695337083947781	0.159883739066822	18.8266975538509	1.43149291630474e-05	0.000109351674749941
ENSG00000001036	1240.9161695763	0.0228767896047019	0.0847167073467673	0.0729195324768881	0.787132428142268	0.872983474146081
ENSG00000001084	2025.28823490308	0.61545743238216	0.127424505128374	23.1693239027738	1.48344955560065e-06	1.37104302577392e-05
ENSG00000001167	396.706755024596	-0.00359280189246395	0.154161638857864	0.000753248272602036	0.978104512734463	0.985329503900477
ENSG00000001460	220.333725852621	-0.0653564201582597	0.195239656978234	0.112045634502493	0.737827121829306	0.840911550606145
ENSG00000001461	794.264947312034	-0.161619762845724	0.110544575361618	2.13646488673935	0.143833003306158	0.279877274156011
ENSG00000001497	586.696498657667	0.223501493084438	0.132158235967293	2.85791124304889	0.0909254979362527	0.200140544358459
ENSG00000001561	736.920758118346	-0.259062799634834	0.12884760411226	4.03798183976259	0.0444869925842194	0.11584945294823
ENSG00000001629	2929.02251223157	-0.136228757261484	0.0699852618684708	3.78752736631644	0.0516358741918323	0.129925268375452
ENSG00000001630	5955.53974858219	0.24210548345639	0.0822324481115821	8.65955795063854	0.00325350215030178	0.0134616954713872
ENSG00000001631	1375.5304606478	-0.431311911493349	0.114662538544336	14.1029196978635	0.000173074924212594	0.00102694679251872
ENSG00000002016	161.876016170251	-0.850530302320927	0.24812098671374	11.6392959950902	0.000645730370342252	0.00330205196761966
ENSG00000002330	527.103144934458	-0.0706285837690125	0.126367471163049	0.312364282131412	0.576232978317973	0.724316364356433
ENSG00000002549	839.760221844916	0.507016078273693	0.11422983782253	19.6371486636639	9.3630937424886e-06	7.44234894997258e-05
ENSG00000002586	350.105899700475	0.198118270671415	0.146708805497082	1.82304048338165	0.176951785551414	0.324730337545082
ENSG00000002587	466.2913731478	-0.692508555718906	0.185905134531927	13.7471749588937	0.00020913511509245	0.00121714388219127
ENSG00000002726	431.410517743227	-0.396823814218568	0.127713862102673	9.64447602795271	0.00189921865687363	0.00846051109492058
ENSG00000002745	11.2043392448359	0.849920553830123	0.7937482421234	1.14076591798491	0.285490543366842	0.456026580384922
ENSG00000002746	28.9382207194263	-0.391704360871601	0.463387543598553	0.713693457077717	0.398220393734897	0.573726561157555
ENSG00000002822	352.670890648293	0.0420347726064871	0.180959814286299	0.0542195627329534	0.815877151379569	0.89022210285728
ENSG00000002834	12135.3149529395	-0.00727148443201375	0.0684403027111197	0.0112927114009693	0.915370378679406	0.948899626450042
ENSG00000002919	883.960431804047	0.0981653022420596	0.102016788160342	0.925581005026416	0.336013836900813	0.511312568539983
ENSG00000003056	2213.88127558685	-0.0380716545016749	0.0696627649153997	0.298667248738553	0.584719144866556	0.731479638070693
ENSG00000003137	363.017468879921	0.620142493887607	0.152203501927167	16.544487729406	4.75219257158012e-05	0.000325070992653111
ENSG00000003147	915.452607443969	0.20612345676611	0.0974108188964436	4.47440500916036	0.0344061800142891	0.0946497836479491
ENSG00000003249	1026.83201847914	0.46858796456539	0.0933440066504347	25.1508678080738	5.30157912866953e-07	5.33856689003234e-06
ENSG00000003393	1167.11636228597	-0.66072242675476	0.107652585401328	37.4588175964929	9.33636517013525e-10	1.44380218523877e-08
ENSG00000003400	413.118670998881	-0.838223159605875	0.144185283343507	33.5766761837386	6.8509315579453e-09	9.21974627689298e-08
ENSG00000003402	1907.45860745889	-0.810904960220849	0.0819122025791449	97.2042826115014	6.25312629470997e-23	3.20426471669754e-21
ENSG00000003436	1419.86294921815	0.129821911988625	0.0900770015007726	2.07683682186558	0.149549807376713	0.287928264091226
ENSG00000003509	252.684664493972	-0.0475234481628315	0.181196079110886	0.0689051400709744	0.792937615085662	0.876495111884625
ENSG00000003756	1135.09858896192	0.014992011885723	0.173184356203903	0.00771228839300875	0.930020031126239	0.957267899156502
ENSG00000003987	18.2264668559932	0.947030176793905	0.746949841162792	1.7237859297059	0.189206441229337	0.340508682677901
ENSG00000003989	1237.03735014233	-0.297036979598505	0.0901565874908038	10.8447018326576	0.000990788321421993	0.00480684978348149
ENSG00000004059	1833.05190613037	-0.402529532057855	0.0808173723999477	24.753685364915	6.51441222123699e-07	6.44740683838998e-06
ENSG00000004139	656.859199477383	-0.334669854758033	0.137004205770473	5.95625752151965	0.0146651384906307	0.0473351097014021
ENSG00000004142	3483.62071624134	0.0478933870071742	0.0666494387157921	0.51638126181146	0.472389428150272	0.639007566337718
ENSG00000004399	254.794852229888	-0.825226558213854	0.231908582475189	12.5138570815876	0.000403944816117457	0.00219251777347363
ENSG00000004455	2948.82652168221	0.0826138335032628	0.0749571501319415	1.21465991341911	0.27041119776664	0.439602209997954
ENSG00000004478	2891.74307432023	-0.0837666884322482	0.0794083617612907	1.1127427889944	0.291486503329136	0.462575246258075
ENSG00000004487	1544.20223060238	0.235838405178295	0.0870027196873624	7.34329620667839	0.00673132989015193	0.0246015264185338
ENSG00000004534	578.573248020909	0.236927651958235	0.118084506990865	4.02501065095058	0.044830336779744	0.116498750777067
ENSG00000004660	101.840380769112	0.125765936290991	0.246019814415442	0.261315027559192	0.609218149372895	0.75111463177239
